ts,dorm,members,power_w
2026-01-19T21:20:00,Sunset Dorm - 1D,1,453.6
2026-01-19T21:20:00,Village East - 6F,6,606.4
2026-01-19T21:20:00,Apt Solo - Studio,1,295.7
2026-01-19T21:20:00,Parkside - 5E,5,511.0
2026-01-19T21:20:00,Florence Apt - 2B,2,488.2
2026-01-19T21:20:00,McCarthy Way - 4A,4,505.5
2026-01-19T21:20:00,Gateway - 3A,3,450.8
2026-01-19T21:20:00,Bunker Hill - 1A,1,492.9
2026-01-19T21:20:00,Expo House - 2C,2,484.9
2026-01-19T21:25:00,Trojans Hall - 4B,4,479.2
2026-01-19T21:25:00,Cardinal House - 2A,2,475.3
2026-01-19T21:25:00,Heritage Hall - 3C,3,450.7
2026-01-19T21:25:00,Sunset Dorm - 1D,1,471.1
2026-01-19T21:25:00,Village East - 6F,6,601.4
2026-01-19T21:25:00,Apt Solo - Studio,1,302.1
2026-01-19T21:25:00,Parkside - 5E,5,557.6
2026-01-19T21:25:00,Florence Apt - 2B,2,470.4
2026-01-19T21:25:00,McCarthy Way - 4A,4,500.7
2026-01-19T21:25:00,Gateway - 3A,3,498.6
2026-01-19T21:25:00,Bunker Hill - 1A,1,497.7
2026-01-19T21:25:00,Expo House - 2C,2,479.5
2026-01-19T21:30:00,Trojans Hall - 4B,4,480.0
2026-01-19T21:30:00,Cardinal House - 2A,2,500.6
2026-01-19T21:30:00,Heritage Hall - 3C,3,457.1
2026-01-19T21:30:00,Sunset Dorm - 1D,1,463.5
2026-01-19T21:30:00,Village East - 6F,6,570.8
2026-01-19T21:30:00,Apt Solo - Studio,1,311.5
2026-01-19T21:30:00,Parkside - 5E,5,525.2
2026-01-19T21:30:00,Florence Apt - 2B,2,507.3
2026-01-19T21:30:00,McCarthy Way - 4A,4,505.8
2026-01-19T21:30:00,Gateway - 3A,3,474.4
2026-01-19T21:30:00,Bunker Hill - 1A,1,479.8
2026-01-19T21:30:00,Expo House - 2C,2,456.3
2026-01-19T21:35:00,Trojans Hall - 4B,4,495.2
2026-01-19T21:35:00,Cardinal House - 2A,2,481.1
2026-01-19T21:35:00,Heritage Hall - 3C,3,460.1
2026-01-19T21:35:00,Sunset Dorm - 1D,1,502.6
2026-01-19T21:35:00,Village East - 6F,6,572.6
2026-01-19T21:35:00,Apt Solo - Studio,1,293.6
2026-01-19T21:35:00,Parkside - 5E,5,526.6
2026-01-19T21:35:00,Florence Apt - 2B,2,509.8
2026-01-19T21:35:00,McCarthy Way - 4A,4,458.3
2026-01-19T21:35:00,Gateway - 3A,3,466.0
2026-01-19T21:35:00,Bunker Hill - 1A,1,497.5
2026-01-19T21:35:00,Expo House - 2C,2,470.2
2026-01-19T21:40:00,Trojans Hall - 4B,4,505.7
2026-01-19T21:40:00,Cardinal House - 2A,2,451.1
2026-01-19T21:40:00,Heritage Hall - 3C,3,464.3
2026-01-19T21:40:00,Sunset Dorm - 1D,1,468.6
2026-01-19T21:40:00,Village East - 6F,6,620.9
2026-01-19T21:40:00,Apt Solo - Studio,1,288.1
2026-01-19T21:40:00,Parkside - 5E,5,538.4
2026-01-19T21:40:00,Florence Apt - 2B,2,503.2
2026-01-19T21:40:00,McCarthy Way - 4A,4,508.5
2026-01-19T21:40:00,Gateway - 3A,3,498.4
2026-01-19T21:40:00,Bunker Hill - 1A,1,453.0
2026-01-19T21:40:00,Expo House - 2C,2,479.0
2026-01-19T21:45:00,Trojans Hall - 4B,4,463.1
2026-01-19T21:45:00,Cardinal House - 2A,2,457.3
2026-01-19T21:45:00,Heritage Hall - 3C,3,464.6
2026-01-19T21:45:00,Sunset Dorm - 1D,1,494.1
2026-01-19T21:45:00,Village East - 6F,6,604.5
2026-01-19T21:45:00,Apt Solo - Studio,1,289.8
2026-01-19T21:45:00,Parkside - 5E,5,515.1
2026-01-19T21:45:00,Florence Apt - 2B,2,454.0
2026-01-19T21:45:00,McCarthy Way - 4A,4,505.6
2026-01-19T21:45:00,Gateway - 3A,3,495.2
2026-01-19T21:45:00,Bunker Hill - 1A,1,478.3
2026-01-19T21:45:00,Expo House - 2C,2,507.7
2026-01-19T21:50:00,Trojans Hall - 4B,4,508.7
2026-01-19T21:50:00,Cardinal House - 2A,2,462.4
2026-01-19T21:50:00,Heritage Hall - 3C,3,465.3
2026-01-19T21:50:00,Sunset Dorm - 1D,1,461.5
2026-01-19T21:50:00,Village East - 6F,6,607.7
2026-01-19T21:50:00,Apt Solo - Studio,1,317.7
2026-01-19T21:50:00,Parkside - 5E,5,529.1
2026-01-19T21:50:00,Florence Apt - 2B,2,496.4
2026-01-19T21:50:00,McCarthy Way - 4A,4,481.8
2026-01-19T21:50:00,Gateway - 3A,3,468.9
2026-01-19T21:50:00,Bunker Hill - 1A,1,490.1
2026-01-19T21:50:00,Expo House - 2C,2,506.9
2026-01-19T21:55:00,Trojans Hall - 4B,4,453.0
2026-01-19T21:55:00,Cardinal House - 2A,2,479.2
2026-01-19T21:55:00,Heritage Hall - 3C,3,458.4
2026-01-19T21:55:00,Sunset Dorm - 1D,1,494.8
2026-01-19T21:55:00,Village East - 6F,6,595.9
2026-01-19T21:55:00,Apt Solo - Studio,1,332.3
2026-01-19T21:55:00,Parkside - 5E,5,538.2
2026-01-19T21:55:00,Florence Apt - 2B,2,507.6
2026-01-19T21:55:00,McCarthy Way - 4A,4,484.8
2026-01-19T21:55:00,Gateway - 3A,3,485.7
2026-01-19T21:55:00,Bunker Hill - 1A,1,508.5
2026-01-19T21:55:00,Expo House - 2C,2,498.2
2026-01-19T22:00:00,Trojans Hall - 4B,4,470.3
2026-01-19T22:00:00,Cardinal House - 2A,2,456.2
2026-01-19T22:00:00,Heritage Hall - 3C,3,505.3
2026-01-19T22:00:00,Sunset Dorm - 1D,1,453.8
2026-01-19T22:00:00,Village East - 6F,6,625.4
2026-01-19T22:00:00,Apt Solo - Studio,1,338.0
2026-01-19T22:00:00,Parkside - 5E,5,537.7
2026-01-19T22:00:00,Florence Apt - 2B,2,506.9
2026-01-19T22:00:00,McCarthy Way - 4A,4,486.4
2026-01-19T22:00:00,Gateway - 3A,3,494.8
2026-01-19T22:00:00,Bunker Hill - 1A,1,485.8
2026-01-19T22:00:00,Expo House - 2C,2,463.3
2026-01-19T22:05:00,Trojans Hall - 4B,4,454.7
2026-01-19T22:05:00,Cardinal House - 2A,2,494.6
2026-01-19T22:05:00,Heritage Hall - 3C,3,477.1
2026-01-19T22:05:00,Sunset Dorm - 1D,1,457.5
2026-01-19T22:05:00,Village East - 6F,6,603.5
2026-01-19T22:05:00,Apt Solo - Studio,1,297.9
2026-01-19T22:05:00,Parkside - 5E,5,513.7
2026-01-19T22:05:00,Florence Apt - 2B,2,502.6
2026-01-19T22:05:00,McCarthy Way - 4A,4,487.1
2026-01-19T22:05:00,Gateway - 3A,3,494.9
2026-01-19T22:05:00,Bunker Hill - 1A,1,499.0
2026-01-19T22:05:00,Expo House - 2C,2,476.2
2026-01-19T22:10:00,Trojans Hall - 4B,4,477.1
2026-01-19T22:10:00,Cardinal House - 2A,2,475.9
2026-01-19T22:10:00,Heritage Hall - 3C,3,471.4
2026-01-19T22:10:00,Sunset Dorm - 1D,1,496.7
2026-01-19T22:10:00,Village East - 6F,6,623.1
2026-01-19T22:10:00,Apt Solo - Studio,1,299.9
2026-01-19T22:10:00,Parkside - 5E,5,540.7
2026-01-19T22:10:00,Florence Apt - 2B,2,462.9
2026-01-19T22:10:00,McCarthy Way - 4A,4,450.5
2026-01-19T22:10:00,Gateway - 3A,3,491.1
2026-01-19T22:10:00,Bunker Hill - 1A,1,496.6
2026-01-19T22:10:00,Expo House - 2C,2,469.8
2026-01-19T22:15:00,Trojans Hall - 4B,4,509.7
2026-01-19T22:15:00,Cardinal House - 2A,2,493.1
2026-01-19T22:15:00,Heritage Hall - 3C,3,469.3
2026-01-19T22:15:00,Sunset Dorm - 1D,1,495.6
2026-01-19T22:15:00,Village East - 6F,6,620.6
2026-01-19T22:15:00,Apt Solo - Studio,1,290.4
2026-01-19T22:15:00,Parkside - 5E,5,552.7
2026-01-19T22:15:00,Florence Apt - 2B,2,476.1
2026-01-19T22:15:00,McCarthy Way - 4A,4,466.5
2026-01-19T22:15:00,Gateway - 3A,3,472.7
2026-01-19T22:15:00,Bunker Hill - 1A,1,481.7
2026-01-19T22:15:00,Expo House - 2C,2,481.6
2026-01-19T22:20:00,Trojans Hall - 4B,4,467.7
2026-01-19T22:20:00,Cardinal House - 2A,2,453.6
2026-01-19T22:20:00,Heritage Hall - 3C,3,487.9
2026-01-19T22:20:00,Sunset Dorm - 1D,1,493.1
2026-01-19T22:20:00,Village East - 6F,6,611.7
2026-01-19T22:20:00,Apt Solo - Studio,1,305.8
2026-01-19T22:20:00,Parkside - 5E,5,549.5
2026-01-19T22:20:00,Florence Apt - 2B,2,451.0
2026-01-19T22:20:00,McCarthy Way - 4A,4,457.8
2026-01-19T22:20:00,Gateway - 3A,3,451.1
2026-01-19T22:20:00,Bunker Hill - 1A,1,483.3
2026-01-19T22:20:00,Expo House - 2C,2,481.4
2026-01-19T22:25:00,Trojans Hall - 4B,4,463.7
2026-01-19T22:25:00,Cardinal House - 2A,2,481.5
2026-01-19T22:25:00,Heritage Hall - 3C,3,450.2
2026-01-19T22:25:00,Sunset Dorm - 1D,1,452.2
2026-01-19T22:25:00,Village East - 6F,6,627.7
2026-01-19T22:25:00,Apt Solo - Studio,1,335.1
2026-01-19T22:25:00,Parkside - 5E,5,502.2
2026-01-19T22:25:00,Florence Apt - 2B,2,489.3
2026-01-19T22:25:00,McCarthy Way - 4A,4,480.5
2026-01-19T22:25:00,Gateway - 3A,3,482.3
2026-01-19T22:25:00,Bunker Hill - 1A,1,500.4
2026-01-19T22:25:00,Expo House - 2C,2,488.5
2026-01-19T22:30:00,Trojans Hall - 4B,4,506.5
2026-01-19T22:30:00,Cardinal House - 2A,2,490.9
2026-01-19T22:30:00,Heritage Hall - 3C,3,504.9
2026-01-19T22:30:00,Sunset Dorm - 1D,1,457.0
2026-01-19T22:30:00,Village East - 6F,6,619.3
2026-01-19T22:30:00,Apt Solo - Studio,1,301.2
2026-01-19T22:30:00,Parkside - 5E,5,553.2
2026-01-19T22:30:00,Florence Apt - 2B,2,497.5
2026-01-19T22:30:00,McCarthy Way - 4A,4,508.0
2026-01-19T22:30:00,Gateway - 3A,3,495.3
2026-01-19T22:30:00,Bunker Hill - 1A,1,473.5
2026-01-19T22:30:00,Expo House - 2C,2,481.4
2026-01-19T22:35:00,Trojans Hall - 4B,4,497.0
2026-01-19T22:35:00,Cardinal House - 2A,2,453.5
2026-01-19T22:35:00,Heritage Hall - 3C,3,482.4
2026-01-19T22:35:00,Sunset Dorm - 1D,1,484.1
2026-01-19T22:35:00,Village East - 6F,6,613.1
2026-01-19T22:35:00,Apt Solo - Studio,1,302.5
2026-01-19T22:35:00,Parkside - 5E,5,534.4
2026-01-19T22:35:00,Florence Apt - 2B,2,494.2
2026-01-19T22:35:00,McCarthy Way - 4A,4,472.9
2026-01-19T22:35:00,Gateway - 3A,3,490.9
2026-01-19T22:35:00,Bunker Hill - 1A,1,504.2
2026-01-19T22:35:00,Expo House - 2C,2,472.2
2026-01-19T22:40:00,Trojans Hall - 4B,4,481.6
2026-01-19T22:40:00,Cardinal House - 2A,2,479.0
2026-01-19T22:40:00,Heritage Hall - 3C,3,500.3
2026-01-19T22:40:00,Sunset Dorm - 1D,1,466.2
2026-01-19T22:40:00,Village East - 6F,6,587.2
2026-01-19T22:40:00,Apt Solo - Studio,1,305.6
2026-01-19T22:40:00,Parkside - 5E,5,537.1
2026-01-19T22:40:00,Florence Apt - 2B,2,459.3
2026-01-19T22:40:00,McCarthy Way - 4A,4,508.7
2026-01-19T22:40:00,Gateway - 3A,3,480.2
2026-01-19T22:40:00,Bunker Hill - 1A,1,493.8
2026-01-19T22:40:00,Expo House - 2C,2,474.7
2026-01-19T22:45:00,Trojans Hall - 4B,4,451.6
2026-01-19T22:45:00,Cardinal House - 2A,2,473.1
2026-01-19T22:45:00,Heritage Hall - 3C,3,484.3
2026-01-19T22:45:00,Sunset Dorm - 1D,1,455.4
2026-01-19T22:45:00,Village East - 6F,6,628.8
2026-01-19T22:45:00,Apt Solo - Studio,1,317.2
2026-01-19T22:45:00,Parkside - 5E,5,525.5
2026-01-19T22:45:00,Florence Apt - 2B,2,451.7
2026-01-19T22:45:00,McCarthy Way - 4A,4,464.8
2026-01-19T22:45:00,Gateway - 3A,3,470.2
2026-01-19T22:45:00,Bunker Hill - 1A,1,489.0
2026-01-19T22:45:00,Expo House - 2C,2,460.4
2026-01-19T22:50:00,Trojans Hall - 4B,4,479.1
2026-01-19T22:50:00,Cardinal House - 2A,2,466.2
2026-01-19T22:50:00,Heritage Hall - 3C,3,483.9
2026-01-19T22:50:00,Sunset Dorm - 1D,1,491.3
2026-01-19T22:50:00,Village East - 6F,6,601.1
2026-01-19T22:50:00,Apt Solo - Studio,1,327.0
2026-01-19T22:50:00,Parkside - 5E,5,535.4
2026-01-19T22:50:00,Florence Apt - 2B,2,455.0
2026-01-19T22:50:00,McCarthy Way - 4A,4,489.4
2026-01-19T22:50:00,Gateway - 3A,3,479.0
2026-01-19T22:50:00,Bunker Hill - 1A,1,495.5
2026-01-19T22:50:00,Expo House - 2C,2,506.2
2026-01-19T22:55:00,Trojans Hall - 4B,4,471.1
2026-01-19T22:55:00,Cardinal House - 2A,2,501.0
2026-01-19T22:55:00,Heritage Hall - 3C,3,463.8
2026-01-19T22:55:00,Sunset Dorm - 1D,1,489.0
2026-01-19T22:55:00,Village East - 6F,6,570.3
2026-01-19T22:55:00,Apt Solo - Studio,1,331.5
2026-01-19T22:55:00,Parkside - 5E,5,524.8
2026-01-19T22:55:00,Florence Apt - 2B,2,477.3
2026-01-19T22:55:00,McCarthy Way - 4A,4,479.9
2026-01-19T22:55:00,Gateway - 3A,3,472.3
2026-01-19T22:55:00,Bunker Hill - 1A,1,463.8
2026-01-19T22:55:00,Expo House - 2C,2,491.5
2026-01-19T23:00:00,Trojans Hall - 4B,4,487.6
2026-01-19T23:00:00,Cardinal House - 2A,2,453.3
2026-01-19T23:00:00,Heritage Hall - 3C,3,466.2
2026-01-19T23:00:00,Sunset Dorm - 1D,1,505.9
2026-01-19T23:00:00,Village East - 6F,6,587.0
2026-01-19T23:00:00,Apt Solo - Studio,1,299.6
2026-01-19T23:00:00,Parkside - 5E,5,532.7
2026-01-19T23:00:00,Florence Apt - 2B,2,472.4
2026-01-19T23:00:00,McCarthy Way - 4A,4,506.9
2026-01-19T23:00:00,Gateway - 3A,3,509.0
2026-01-19T23:00:00,Bunker Hill - 1A,1,457.7
2026-01-19T23:00:00,Expo House - 2C,2,463.5
2026-01-19T23:05:00,Trojans Hall - 4B,4,460.3
2026-01-19T23:05:00,Cardinal House - 2A,2,476.7
2026-01-19T23:05:00,Heritage Hall - 3C,3,467.0
2026-01-19T23:05:00,Sunset Dorm - 1D,1,490.5
2026-01-19T23:05:00,Village East - 6F,6,623.1
2026-01-19T23:05:00,Apt Solo - Studio,1,286.3
2026-01-19T23:05:00,Parkside - 5E,5,499.6
2026-01-19T23:05:00,Florence Apt - 2B,2,456.7
2026-01-19T23:05:00,McCarthy Way - 4A,4,468.6
2026-01-19T23:05:00,Gateway - 3A,3,458.0
2026-01-19T23:05:00,Bunker Hill - 1A,1,475.9
2026-01-19T23:05:00,Expo House - 2C,2,471.8
2026-01-19T23:10:00,Trojans Hall - 4B,4,493.6
2026-01-19T23:10:00,Cardinal House - 2A,2,508.0
2026-01-19T23:10:00,Heritage Hall - 3C,3,508.7
2026-01-19T23:10:00,Sunset Dorm - 1D,1,475.2
2026-01-19T23:10:00,Village East - 6F,6,608.6
2026-01-19T23:10:00,Apt Solo - Studio,1,289.9
2026-01-19T23:10:00,Parkside - 5E,5,534.6
2026-01-19T23:10:00,Florence Apt - 2B,2,503.0
2026-01-19T23:10:00,McCarthy Way - 4A,4,503.1
2026-01-19T23:10:00,Gateway - 3A,3,458.4
2026-01-19T23:10:00,Bunker Hill - 1A,1,460.0
2026-01-19T23:10:00,Expo House - 2C,2,504.1
2026-01-19T23:15:00,Trojans Hall - 4B,4,491.8
2026-01-19T23:15:00,Cardinal House - 2A,2,495.7
2026-01-19T23:15:00,Heritage Hall - 3C,3,454.0
2026-01-19T23:15:00,Sunset Dorm - 1D,1,487.1
2026-01-19T23:15:00,Village East - 6F,6,571.4
2026-01-19T23:15:00,Apt Solo - Studio,1,326.2
2026-01-19T23:15:00,Parkside - 5E,5,545.7
2026-01-19T23:15:00,Florence Apt - 2B,2,469.3
2026-01-19T23:15:00,McCarthy Way - 4A,4,450.2
2026-01-19T23:15:00,Gateway - 3A,3,494.0
2026-01-19T23:15:00,Bunker Hill - 1A,1,509.9
2026-01-19T23:15:00,Expo House - 2C,2,487.2
2026-01-19T23:20:00,Trojans Hall - 4B,4,472.0
2026-01-19T23:20:00,Cardinal House - 2A,2,469.7
2026-01-19T23:20:00,Heritage Hall - 3C,3,498.7
2026-01-19T23:20:00,Sunset Dorm - 1D,1,508.1
2026-01-19T23:20:00,Village East - 6F,6,591.9
2026-01-19T23:20:00,Apt Solo - Studio,1,295.3
2026-01-19T23:20:00,Parkside - 5E,5,557.8
2026-01-19T23:20:00,Florence Apt - 2B,2,475.7
2026-01-19T23:20:00,McCarthy Way - 4A,4,476.5
2026-01-19T23:20:00,Gateway - 3A,3,468.6
2026-01-19T23:20:00,Bunker Hill - 1A,1,493.5
2026-01-19T23:20:00,Expo House - 2C,2,509.0
2026-01-19T23:25:00,Trojans Hall - 4B,4,478.2
2026-01-19T23:25:00,Cardinal House - 2A,2,501.3
2026-01-19T23:25:00,Heritage Hall - 3C,3,474.0
2026-01-19T23:25:00,Sunset Dorm - 1D,1,475.3
2026-01-19T23:25:00,Village East - 6F,6,618.1
2026-01-19T23:25:00,Apt Solo - Studio,1,340.3
2026-01-19T23:25:00,Parkside - 5E,5,543.3
2026-01-19T23:25:00,Florence Apt - 2B,2,492.3
2026-01-19T23:25:00,McCarthy Way - 4A,4,499.6
2026-01-19T23:25:00,Gateway - 3A,3,505.1
2026-01-19T23:25:00,Bunker Hill - 1A,1,507.2
2026-01-19T23:25:00,Expo House - 2C,2,481.9
2026-01-19T23:30:00,Trojans Hall - 4B,4,473.3
2026-01-19T23:30:00,Cardinal House - 2A,2,450.4
2026-01-19T23:30:00,Heritage Hall - 3C,3,481.6
2026-01-19T23:30:00,Sunset Dorm - 1D,1,471.3
2026-01-19T23:30:00,Village East - 6F,6,570.0
2026-01-19T23:30:00,Apt Solo - Studio,1,341.6
2026-01-19T23:30:00,Parkside - 5E,5,516.4
2026-01-19T23:30:00,Florence Apt - 2B,2,505.9
2026-01-19T23:30:00,McCarthy Way - 4A,4,450.9
2026-01-19T23:30:00,Gateway - 3A,3,471.6
2026-01-19T23:30:00,Bunker Hill - 1A,1,497.0
2026-01-19T23:30:00,Expo House - 2C,2,490.4
2026-01-19T23:35:00,Trojans Hall - 4B,4,490.4
2026-01-19T23:35:00,Cardinal House - 2A,2,479.3
2026-01-19T23:35:00,Heritage Hall - 3C,3,455.5
2026-01-19T23:35:00,Sunset Dorm - 1D,1,499.9
2026-01-19T23:35:00,Village East - 6F,6,615.7
2026-01-19T23:35:00,Apt Solo - Studio,1,310.7
2026-01-19T23:35:00,Parkside - 5E,5,531.7
2026-01-19T23:35:00,Florence Apt - 2B,2,498.2
2026-01-19T23:35:00,McCarthy Way - 4A,4,479.7
2026-01-19T23:35:00,Gateway - 3A,3,478.5
2026-01-19T23:35:00,Bunker Hill - 1A,1,479.1
2026-01-19T23:35:00,Expo House - 2C,2,494.2
2026-01-19T23:40:00,Trojans Hall - 4B,4,494.1
2026-01-19T23:40:00,Cardinal House - 2A,2,470.1
2026-01-19T23:40:00,Heritage Hall - 3C,3,496.6
2026-01-19T23:40:00,Sunset Dorm - 1D,1,472.5
2026-01-19T23:40:00,Village East - 6F,6,610.4
2026-01-19T23:40:00,Apt Solo - Studio,1,304.6
2026-01-19T23:40:00,Parkside - 5E,5,552.0
2026-01-19T23:40:00,Florence Apt - 2B,2,506.4
2026-01-19T23:40:00,McCarthy Way - 4A,4,496.7
2026-01-19T23:40:00,Gateway - 3A,3,472.9
2026-01-19T23:40:00,Bunker Hill - 1A,1,471.1
2026-01-19T23:40:00,Expo House - 2C,2,476.0
2026-01-19T23:45:00,Trojans Hall - 4B,4,486.3
2026-01-19T23:45:00,Cardinal House - 2A,2,452.0
2026-01-19T23:45:00,Heritage Hall - 3C,3,482.7
2026-01-19T23:45:00,Sunset Dorm - 1D,1,505.7
2026-01-19T23:45:00,Village East - 6F,6,573.9
2026-01-19T23:45:00,Apt Solo - Studio,1,335.5
2026-01-19T23:45:00,Parkside - 5E,5,532.3
2026-01-19T23:45:00,Florence Apt - 2B,2,509.9
2026-01-19T23:45:00,McCarthy Way - 4A,4,493.4
2026-01-19T23:45:00,Gateway - 3A,3,493.1
2026-01-19T23:45:00,Bunker Hill - 1A,1,495.2
2026-01-19T23:45:00,Expo House - 2C,2,475.3
2026-01-19T23:50:00,Trojans Hall - 4B,4,457.1
2026-01-19T23:50:00,Cardinal House - 2A,2,501.3
2026-01-19T23:50:00,Heritage Hall - 3C,3,502.6
2026-01-19T23:50:00,Sunset Dorm - 1D,1,493.3
2026-01-19T23:50:00,Village East - 6F,6,583.1
2026-01-19T23:50:00,Apt Solo - Studio,1,312.0
2026-01-19T23:50:00,Parkside - 5E,5,528.9
2026-01-19T23:50:00,Florence Apt - 2B,2,471.8
2026-01-19T23:50:00,McCarthy Way - 4A,4,479.4
2026-01-19T23:50:00,Gateway - 3A,3,477.5
2026-01-19T23:50:00,Bunker Hill - 1A,1,508.8
2026-01-19T23:50:00,Expo House - 2C,2,487.6
2026-01-19T23:55:00,Trojans Hall - 4B,4,508.6
2026-01-19T23:55:00,Cardinal House - 2A,2,504.5
2026-01-19T23:55:00,Heritage Hall - 3C,3,460.6
2026-01-19T23:55:00,Sunset Dorm - 1D,1,496.3
2026-01-19T23:55:00,Village East - 6F,6,592.9
2026-01-19T23:55:00,Apt Solo - Studio,1,317.8
2026-01-19T23:55:00,Parkside - 5E,5,531.8
2026-01-19T23:55:00,Florence Apt - 2B,2,494.4
2026-01-19T23:55:00,McCarthy Way - 4A,4,468.0
2026-01-19T23:55:00,Gateway - 3A,3,490.7
2026-01-19T23:55:00,Bunker Hill - 1A,1,472.2
2026-01-19T23:55:00,Expo House - 2C,2,496.9
2026-01-20T00:00:00,Trojans Hall - 4B,4,239.6
2026-01-20T00:00:00,Cardinal House - 2A,2,248.6
2026-01-20T00:00:00,Heritage Hall - 3C,3,269.8
2026-01-20T00:00:00,Sunset Dorm - 1D,1,226.8
2026-01-20T00:00:00,Village East - 6F,6,270.3
2026-01-20T00:00:00,Apt Solo - Studio,1,179.7
2026-01-20T00:00:00,Parkside - 5E,5,265.5
2026-01-20T00:00:00,Florence Apt - 2B,2,248.8
2026-01-20T00:00:00,McCarthy Way - 4A,4,259.8
2026-01-20T00:00:00,Gateway - 3A,3,263.4
2026-01-20T00:00:00,Bunker Hill - 1A,1,233.2
2026-01-20T00:00:00,Expo House - 2C,2,269.2
2026-01-20T00:05:00,Trojans Hall - 4B,4,233.4
2026-01-20T00:05:00,Cardinal House - 2A,2,253.6
2026-01-20T00:05:00,Heritage Hall - 3C,3,259.9
2026-01-20T00:05:00,Sunset Dorm - 1D,1,231.8
2026-01-20T00:05:00,Village East - 6F,6,295.2
2026-01-20T00:05:00,Apt Solo - Studio,1,148.0
2026-01-20T00:05:00,Parkside - 5E,5,254.5
2026-01-20T00:05:00,Florence Apt - 2B,2,234.7
2026-01-20T00:05:00,McCarthy Way - 4A,4,260.9
2026-01-20T00:05:00,Gateway - 3A,3,213.6
2026-01-20T00:05:00,Bunker Hill - 1A,1,269.4
2026-01-20T00:05:00,Expo House - 2C,2,257.4
2026-01-20T00:10:00,Trojans Hall - 4B,4,243.6
2026-01-20T00:10:00,Cardinal House - 2A,2,248.5
2026-01-20T00:10:00,Heritage Hall - 3C,3,228.0
2026-01-20T00:10:00,Sunset Dorm - 1D,1,255.9
2026-01-20T00:10:00,Village East - 6F,6,322.4
2026-01-20T00:10:00,Apt Solo - Studio,1,148.9
2026-01-20T00:10:00,Parkside - 5E,5,264.0
2026-01-20T00:10:00,Florence Apt - 2B,2,223.1
2026-01-20T00:10:00,McCarthy Way - 4A,4,225.0
2026-01-20T00:10:00,Gateway - 3A,3,261.1
2026-01-20T00:10:00,Bunker Hill - 1A,1,248.5
2026-01-20T00:10:00,Expo House - 2C,2,236.8
2026-01-20T00:15:00,Trojans Hall - 4B,4,248.4
2026-01-20T00:15:00,Cardinal House - 2A,2,221.1
2026-01-20T00:15:00,Heritage Hall - 3C,3,210.2
2026-01-20T00:15:00,Sunset Dorm - 1D,1,231.4
2026-01-20T00:15:00,Village East - 6F,6,304.5
2026-01-20T00:15:00,Apt Solo - Studio,1,137.1
2026-01-20T00:15:00,Parkside - 5E,5,266.5
2026-01-20T00:15:00,Florence Apt - 2B,2,229.5
2026-01-20T00:15:00,McCarthy Way - 4A,4,225.8
2026-01-20T00:15:00,Gateway - 3A,3,254.4
2026-01-20T00:15:00,Bunker Hill - 1A,1,231.6
2026-01-20T00:15:00,Expo House - 2C,2,254.5
2026-01-20T00:20:00,Trojans Hall - 4B,4,255.0
2026-01-20T00:20:00,Cardinal House - 2A,2,232.5
2026-01-20T00:20:00,Heritage Hall - 3C,3,211.9
2026-01-20T00:20:00,Sunset Dorm - 1D,1,260.6
2026-01-20T00:20:00,Village East - 6F,6,303.1
2026-01-20T00:20:00,Apt Solo - Studio,1,160.8
2026-01-20T00:20:00,Parkside - 5E,5,275.1
2026-01-20T00:20:00,Florence Apt - 2B,2,242.9
2026-01-20T00:20:00,McCarthy Way - 4A,4,264.4
2026-01-20T00:20:00,Gateway - 3A,3,210.5
2026-01-20T00:20:00,Bunker Hill - 1A,1,268.1
2026-01-20T00:20:00,Expo House - 2C,2,247.0
2026-01-20T00:25:00,Trojans Hall - 4B,4,234.4
2026-01-20T00:25:00,Cardinal House - 2A,2,264.4
2026-01-20T00:25:00,Heritage Hall - 3C,3,263.7
2026-01-20T00:25:00,Sunset Dorm - 1D,1,245.8
2026-01-20T00:25:00,Village East - 6F,6,270.6
2026-01-20T00:25:00,Apt Solo - Studio,1,163.4
2026-01-20T00:25:00,Parkside - 5E,5,258.7
2026-01-20T00:25:00,Florence Apt - 2B,2,244.4
2026-01-20T00:25:00,McCarthy Way - 4A,4,259.8
2026-01-20T00:25:00,Gateway - 3A,3,217.9
2026-01-20T00:25:00,Bunker Hill - 1A,1,260.7
2026-01-20T00:25:00,Expo House - 2C,2,228.6
2026-01-20T00:30:00,Trojans Hall - 4B,4,225.1
2026-01-20T00:30:00,Cardinal House - 2A,2,212.2
2026-01-20T00:30:00,Heritage Hall - 3C,3,216.4
2026-01-20T00:30:00,Sunset Dorm - 1D,1,226.1
2026-01-20T00:30:00,Village East - 6F,6,301.7
2026-01-20T00:30:00,Apt Solo - Studio,1,182.4
2026-01-20T00:30:00,Parkside - 5E,5,244.3
2026-01-20T00:30:00,Florence Apt - 2B,2,227.3
2026-01-20T00:30:00,McCarthy Way - 4A,4,232.4
2026-01-20T00:30:00,Gateway - 3A,3,248.4
2026-01-20T00:30:00,Bunker Hill - 1A,1,231.2
2026-01-20T00:30:00,Expo House - 2C,2,250.2
2026-01-20T00:35:00,Trojans Hall - 4B,4,219.0
2026-01-20T00:35:00,Cardinal House - 2A,2,212.6
2026-01-20T00:35:00,Heritage Hall - 3C,3,244.8
2026-01-20T00:35:00,Sunset Dorm - 1D,1,253.4
2026-01-20T00:35:00,Village East - 6F,6,278.0
