ts,home,device,power_w
2026-01-18T22:25:00,PeakBusters,dishwasher,953.0
2026-01-18T22:25:00,SunChasers,dishwasher,1784.3
2026-01-18T22:25:00,VoltRiders,ev_charger,2057.7
2026-01-18T22:30:00,Alex,idle,203.1
2026-01-18T22:30:00,Dorm A - Floor 3,gaming_pc,606.5
2026-01-18T22:30:00,Dorm B - Floor 1,gaming_pc,708.7
2026-01-18T22:30:00,GreenHouse,idle,228.5
2026-01-18T22:30:00,PeakBusters,gaming_pc,770.6
2026-01-18T22:30:00,SunChasers,dishwasher,1953.4
2026-01-18T22:30:00,VoltRiders,dishwasher,1827.8
2026-01-18T22:35:00,Alex,idle,236.6
2026-01-18T22:35:00,Dorm A - Floor 3,dishwasher,802.0
2026-01-18T22:35:00,Dorm B - Floor 1,gaming_pc,633.1
2026-01-18T22:35:00,GreenHouse,idle,203.3
2026-01-18T22:35:00,PeakBusters,dishwasher,960.7
2026-01-18T22:35:00,SunChasers,ev_charger,2259.2
2026-01-18T22:35:00,VoltRiders,dishwasher,1871.6
2026-01-18T22:40:00,Alex,idle,209.9
2026-01-18T22:40:00,Dorm A - Floor 3,gaming_pc,680.1
2026-01-18T22:40:00,Dorm B - Floor 1,dishwasher,908.4
2026-01-18T22:40:00,GreenHouse,idle,203.8
2026-01-18T22:40:00,PeakBusters,gaming_pc,623.5
2026-01-18T22:40:00,SunChasers,ev_charger,2278.1
2026-01-18T22:40:00,VoltRiders,dishwasher,1934.6
2026-01-18T22:45:00,Alex,idle,202.1
2026-01-18T22:45:00,Dorm A - Floor 3,gaming_pc,592.2
2026-01-18T22:45:00,Dorm B - Floor 1,gaming_pc,737.5
2026-01-18T22:45:00,GreenHouse,idle,206.6
2026-01-18T22:45:00,PeakBusters,gaming_pc,758.6
2026-01-18T22:45:00,SunChasers,dishwasher,1745.4
2026-01-18T22:45:00,VoltRiders,dishwasher,1772.6
2026-01-18T22:50:00,Alex,idle,201.7
2026-01-18T22:50:00,Dorm A - Floor 3,dishwasher,819.8
2026-01-18T22:50:00,Dorm B - Floor 1,dishwasher,868.0
2026-01-18T22:50:00,GreenHouse,idle,183.7
2026-01-18T22:50:00,PeakBusters,gaming_pc,726.6
2026-01-18T22:50:00,SunChasers,dishwasher,1660.4
2026-01-18T22:50:00,VoltRiders,dishwasher,1629.6
2026-01-18T22:55:00,Alex,idle,202.2
2026-01-18T22:55:00,Dorm A - Floor 3,gaming_pc,647.2
2026-01-18T22:55:00,Dorm B - Floor 1,dishwasher,869.8
2026-01-18T22:55:00,GreenHouse,idle,196.6
2026-01-18T22:55:00,PeakBusters,gaming_pc,771.5
2026-01-18T22:55:00,SunChasers,ev_charger,2004.8
2026-01-18T22:55:00,VoltRiders,ev_charger,2066.7
2026-01-18T23:00:00,Alex,idle,193.7
2026-01-18T23:00:00,Dorm A - Floor 3,gaming_pc,747.0
2026-01-18T23:00:00,Dorm B - Floor 1,gaming_pc,612.5
2026-01-18T23:00:00,GreenHouse,idle,237.3
2026-01-18T23:00:00,PeakBusters,gaming_pc,622.1
2026-01-18T23:00:00,SunChasers,dishwasher,1722.1
2026-01-18T23:00:00,VoltRiders,dishwasher,1815.1
2026-01-18T23:05:00,Alex,idle,214.3
2026-01-18T23:05:00,Dorm A - Floor 3,hvac,286.1
2026-01-18T23:05:00,Dorm B - Floor 1,hvac,283.0
2026-01-18T23:05:00,GreenHouse,idle,188.2
2026-01-18T23:05:00,PeakBusters,idle,237.3
2026-01-18T23:05:00,SunChasers,idle,240.6
2026-01-18T23:05:00,VoltRiders,hvac,250.9
2026-01-18T23:10:00,Alex,idle,187.2
2026-01-18T23:10:00,Dorm A - Floor 3,idle,222.9
2026-01-18T23:10:00,Dorm B - Floor 1,hvac,262.1
2026-01-18T23:10:00,GreenHouse,idle,234.1
2026-01-18T23:10:00,PeakBusters,idle,246.0
2026-01-18T23:10:00,SunChasers,idle,243.7
2026-01-18T23:10:00,VoltRiders,idle,226.3
2026-01-18T23:15:00,Alex,idle,200.6
2026-01-18T23:15:00,Dorm A - Floor 3,idle,230.5
2026-01-18T23:15:00,Dorm B - Floor 1,hvac,265.9
2026-01-18T23:15:00,GreenHouse,idle,185.2
2026-01-18T23:15:00,PeakBusters,idle,197.2
2026-01-18T23:15:00,SunChasers,idle,229.0
2026-01-18T23:15:00,VoltRiders,idle,242.3
2026-01-18T23:20:00,Alex,idle,214.0
2026-01-18T23:20:00,Dorm A - Floor 3,idle,230.1
2026-01-18T23:20:00,Dorm B - Floor 1,idle,240.1
2026-01-18T23:20:00,GreenHouse,idle,206.4
2026-01-18T23:20:00,PeakBusters,idle,219.7
2026-01-18T23:20:00,SunChasers,idle,238.2
2026-01-18T23:20:00,VoltRiders,idle,193.1
2026-01-18T23:25:00,Alex,idle,229.8
2026-01-18T23:25:00,Dorm A - Floor 3,idle,237.1
2026-01-18T23:25:00,Dorm B - Floor 1,idle,246.3
2026-01-18T23:25:00,GreenHouse,idle,176.0
2026-01-18T23:25:00,PeakBusters,idle,203.6
2026-01-18T23:25:00,SunChasers,idle,192.5
2026-01-18T23:25:00,VoltRiders,idle,206.1
2026-01-18T23:30:00,Alex,idle,219.8
2026-01-18T23:30:00,Dorm A - Floor 3,hvac,262.6
2026-01-18T23:30:00,Dorm B - Floor 1,idle,201.5
2026-01-18T23:30:00,GreenHouse,idle,218.5
2026-01-18T23:30:00,PeakBusters,idle,226.8
2026-01-18T23:30:00,SunChasers,idle,230.0
2026-01-18T23:30:00,VoltRiders,idle,200.1
2026-01-18T23:35:00,Alex,idle,206.4
2026-01-18T23:35:00,Dorm A - Floor 3,hvac,250.5
2026-01-18T23:35:00,Dorm B - Floor 1,idle,248.7
2026-01-18T23:35:00,GreenHouse,idle,225.1
2026-01-18T23:35:00,PeakBusters,hvac,273.9
2026-01-18T23:35:00,SunChasers,idle,221.5
2026-01-18T23:35:00,VoltRiders,idle,219.7
2026-01-18T23:40:00,Alex,idle,221.3
2026-01-18T23:40:00,Dorm A - Floor 3,hvac,267.9
2026-01-18T23:40:00,Dorm B - Floor 1,hvac,285.4
2026-01-18T23:40:00,GreenHouse,idle,226.1
2026-01-18T23:40:00,PeakBusters,hvac,261.6
2026-01-18T23:40:00,SunChasers,idle,227.9
2026-01-18T23:40:00,VoltRiders,hvac,252.4
2026-01-18T23:45:00,Alex,idle,215.5
2026-01-18T23:45:00,Dorm A - Floor 3,idle,210.0
2026-01-18T23:45:00,Dorm B - Floor 1,idle,227.4
2026-01-18T23:45:00,GreenHouse,idle,222.5
2026-01-18T23:45:00,PeakBusters,hvac,259.3
2026-01-18T23:45:00,SunChasers,idle,193.9
2026-01-18T23:45:00,VoltRiders,idle,243.5
2026-01-18T23:50:00,Alex,idle,214.0
2026-01-18T23:50:00,Dorm A - Floor 3,hvac,276.9
2026-01-18T23:50:00,Dorm B - Floor 1,idle,243.3
2026-01-18T23:50:00,GreenHouse,idle,203.9
2026-01-18T23:50:00,PeakBusters,idle,248.7
2026-01-18T23:50:00,SunChasers,hvac,258.8
2026-01-18T23:50:00,VoltRiders,idle,201.6
2026-01-18T23:55:00,Alex,idle,182.9
2026-01-18T23:55:00,Dorm A - Floor 3,idle,235.0
2026-01-18T23:55:00,Dorm B - Floor 1,hvac,276.9
2026-01-18T23:55:00,GreenHouse,idle,218.6
2026-01-18T23:55:00,PeakBusters,idle,237.8
2026-01-18T23:55:00,SunChasers,idle,210.2
2026-01-18T23:55:00,VoltRiders,idle,229.7
2026-01-19T00:00:00,Alex,idle,211.5
2026-01-19T00:00:00,Dorm A - Floor 3,hvac,265.4
2026-01-19T00:00:00,Dorm B - Floor 1,idle,231.4
2026-01-19T00:00:00,GreenHouse,idle,203.5
2026-01-19T00:00:00,PeakBusters,hvac,267.2
2026-01-19T00:00:00,SunChasers,idle,227.8
2026-01-19T00:00:00,VoltRiders,idle,219.4
2026-01-19T00:05:00,Alex,idle,208.5
2026-01-19T00:05:00,Dorm A - Floor 3,idle,225.7
2026-01-19T00:05:00,Dorm B - Floor 1,idle,207.7
2026-01-19T00:05:00,GreenHouse,idle,224.1
2026-01-19T00:05:00,PeakBusters,idle,218.0
2026-01-19T00:05:00,SunChasers,idle,221.2
2026-01-19T00:05:00,VoltRiders,idle,193.3
2026-01-19T00:10:00,Alex,idle,214.8
2026-01-19T00:10:00,Dorm A - Floor 3,idle,242.5
2026-01-19T00:10:00,Dorm B - Floor 1,idle,233.9
2026-01-19T00:10:00,GreenHouse,idle,188.3
2026-01-19T00:10:00,PeakBusters,hvac,256.8
2026-01-19T00:10:00,SunChasers,idle,238.0
2026-01-19T00:10:00,VoltRiders,idle,212.6
2026-01-19T00:15:00,Alex,idle,184.8
2026-01-19T00:15:00,Dorm A - Floor 3,hvac,268.9
2026-01-19T00:15:00,Dorm B - Floor 1,idle,224.6
2026-01-19T00:15:00,GreenHouse,idle,203.7
2026-01-19T00:15:00,PeakBusters,idle,245.1
2026-01-19T00:15:00,SunChasers,idle,248.4
2026-01-19T00:15:00,VoltRiders,idle,236.6
2026-01-19T00:20:00,Alex,idle,206.0
2026-01-19T00:20:00,Dorm A - Floor 3,hvac,254.0
2026-01-19T00:20:00,Dorm B - Floor 1,hvac,260.4
2026-01-19T00:20:00,GreenHouse,idle,192.0
2026-01-19T00:20:00,PeakBusters,hvac,267.2
2026-01-19T00:20:00,SunChasers,hvac,254.0
2026-01-19T00:20:00,VoltRiders,hvac,266.0
2026-01-19T00:25:00,Alex,idle,176.1
2026-01-19T00:25:00,Dorm A - Floor 3,idle,218.2
2026-01-19T00:25:00,Dorm B - Floor 1,idle,205.6
2026-01-19T00:25:00,GreenHouse,idle,193.9
2026-01-19T00:25:00,PeakBusters,hvac,277.1
2026-01-19T00:25:00,SunChasers,idle,238.6
2026-01-19T00:25:00,VoltRiders,idle,214.7
2026-01-19T00:30:00,Alex,idle,197.1
2026-01-19T00:30:00,Dorm A - Floor 3,hvac,279.9
2026-01-19T00:30:00,Dorm B - Floor 1,idle,243.5
2026-01-19T00:30:00,GreenHouse,idle,192.7
2026-01-19T00:30:00,PeakBusters,hvac,251.2
2026-01-19T00:30:00,SunChasers,idle,215.0
2026-01-19T00:30:00,VoltRiders,idle,198.1
2026-01-19T00:35:00,Alex,idle,191.8
2026-01-19T00:35:00,Dorm A - Floor 3,idle,247.6
2026-01-19T00:35:00,Dorm B - Floor 1,idle,221.7
2026-01-19T00:35:00,GreenHouse,idle,208.3
2026-01-19T00:35:00,PeakBusters,idle,206.3
2026-01-19T00:35:00,SunChasers,idle,203.9
2026-01-19T00:35:00,VoltRiders,idle,235.3
2026-01-19T00:40:00,Alex,idle,215.4
2026-01-19T00:40:00,Dorm A - Floor 3,idle,230.6
2026-01-19T00:40:00,Dorm B - Floor 1,idle,237.7
2026-01-19T00:40:00,GreenHouse,idle,189.4
2026-01-19T00:40:00,PeakBusters,idle,212.7
2026-01-19T00:40:00,SunChasers,idle,209.9
2026-01-19T00:40:00,VoltRiders,idle,208.4
2026-01-19T00:45:00,Alex,idle,209.7
2026-01-19T00:45:00,Dorm A - Floor 3,hvac,266.4
2026-01-19T00:45:00,Dorm B - Floor 1,idle,239.7
2026-01-19T00:45:00,GreenHouse,idle,226.1
2026-01-19T00:45:00,PeakBusters,idle,226.6
2026-01-19T00:45:00,SunChasers,idle,225.0
2026-01-19T00:45:00,VoltRiders,idle,200.5
2026-01-19T00:50:00,Alex,idle,225.6
2026-01-19T00:50:00,Dorm A - Floor 3,hvac,257.0
2026-01-19T00:50:00,Dorm B - Floor 1,idle,232.0
2026-01-19T00:50:00,GreenHouse,idle,235.8
2026-01-19T00:50:00,PeakBusters,hvac,261.0
2026-01-19T00:50:00,SunChasers,idle,214.1
2026-01-19T00:50:00,VoltRiders,idle,202.6
2026-01-19T00:55:00,Alex,idle,233.4
2026-01-19T00:55:00,Dorm A - Floor 3,hvac,285.6
2026-01-19T00:55:00,Dorm B - Floor 1,hvac,255.0
2026-01-19T00:55:00,GreenHouse,idle,224.9
2026-01-19T00:55:00,PeakBusters,hvac,262.8
2026-01-19T00:55:00,SunChasers,idle,205.3
2026-01-19T00:55:00,VoltRiders,idle,222.9
2026-01-19T01:00:00,Alex,idle,228.8
2026-01-19T01:00:00,Dorm A - Floor 3,idle,244.6
2026-01-19T01:00:00,Dorm B - Floor 1,hvac,254.8
2026-01-19T01:00:00,GreenHouse,idle,196.8
2026-01-19T01:00:00,PeakBusters,hvac,261.0
2026-01-19T01:00:00,SunChasers,idle,194.8
2026-01-19T01:00:00,VoltRiders,idle,213.8
2026-01-19T01:05:00,Alex,idle,218.6
2026-01-19T01:05:00,Dorm A - Floor 3,hvac,275.4
2026-01-19T01:05:00,Dorm B - Floor 1,hvac,269.7
2026-01-19T01:05:00,GreenHouse,idle,204.5
2026-01-19T01:05:00,PeakBusters,idle,211.3
2026-01-19T01:05:00,SunChasers,idle,201.3
2026-01-19T01:05:00,VoltRiders,idle,237.1
2026-01-19T01:10:00,Alex,idle,221.6
2026-01-19T01:10:00,Dorm A - Floor 3,hvac,271.6
2026-01-19T01:10:00,Dorm B - Floor 1,idle,218.9
2026-01-19T01:10:00,GreenHouse,idle,203.3
2026-01-19T01:10:00,PeakBusters,hvac,256.9
2026-01-19T01:10:00,SunChasers,hvac,251.8
2026-01-19T01:10:00,VoltRiders,idle,195.9
2026-01-19T01:15:00,Alex,idle,184.5
2026-01-19T01:15:00,Dorm A - Floor 3,hvac,255.7
2026-01-19T01:15:00,Dorm B - Floor 1,idle,212.0
2026-01-19T01:15:00,GreenHouse,idle,203.3
2026-01-19T01:15:00,PeakBusters,idle,218.1
2026-01-19T01:15:00,SunChasers,idle,198.4
2026-01-19T01:15:00,VoltRiders,idle,183.4
2026-01-19T01:20:00,Alex,idle,232.7
2026-01-19T01:20:00,Dorm A - Floor 3,idle,239.7
2026-01-19T01:20:00,Dorm B - Floor 1,hvac,259.2
2026-01-19T01:20:00,GreenHouse,idle,236.3
2026-01-19T01:20:00,PeakBusters,idle,248.5
2026-01-19T01:20:00,SunChasers,idle,215.7
2026-01-19T01:20:00,VoltRiders,hvac,252.1
2026-01-19T01:25:00,Alex,idle,229.0
2026-01-19T01:25:00,Dorm A - Floor 3,hvac,272.9
2026-01-19T01:25:00,Dorm B - Floor 1,idle,245.0
2026-01-19T01:25:00,GreenHouse,idle,193.4
2026-01-19T01:25:00,PeakBusters,idle,229.5
2026-01-19T01:25:00,SunChasers,idle,242.6
2026-01-19T01:25:00,VoltRiders,idle,247.0
2026-01-19T01:30:00,Alex,idle,211.9
2026-01-19T01:30:00,Dorm A - Floor 3,idle,234.4
2026-01-19T01:30:00,Dorm B - Floor 1,idle,247.8
2026-01-19T01:30:00,GreenHouse,idle,204.7
2026-01-19T01:30:00,PeakBusters,idle,218.5
2026-01-19T01:30:00,SunChasers,idle,241.7
2026-01-19T01:30:00,VoltRiders,idle,198.4
2026-01-19T01:35:00,Alex,idle,231.5
2026-01-19T01:35:00,Dorm A - Floor 3,hvac,285.6
2026-01-19T01:35:00,Dorm B - Floor 1,idle,234.1
2026-01-19T01:35:00,GreenHouse,idle,186.3
2026-01-19T01:35:00,PeakBusters,idle,216.0
2026-01-19T01:35:00,SunChasers,idle,218.2
2026-01-19T01:35:00,VoltRiders,idle,191.1
2026-01-19T01:40:00,Alex,idle,192.3
2026-01-19T01:40:00,Dorm A - Floor 3,idle,201.6
2026-01-19T01:40:00,Dorm B - Floor 1,hvac,256.0
2026-01-19T01:40:00,GreenHouse,idle,190.1
2026-01-19T01:40:00,PeakBusters,idle,212.9
2026-01-19T01:40:00,SunChasers,idle,214.0
2026-01-19T01:40:00,VoltRiders,hvac,255.1
2026-01-19T01:45:00,Alex,idle,228.2
2026-01-19T01:45:00,Dorm A - Floor 3,hvac,267.6
2026-01-19T01:45:00,Dorm B - Floor 1,idle,208.8
2026-01-19T01:45:00,GreenHouse,idle,210.7
2026-01-19T01:45:00,PeakBusters,idle,216.5
2026-01-19T01:45:00,SunChasers,idle,209.7
2026-01-19T01:45:00,VoltRiders,idle,229.5
2026-01-19T01:50:00,Alex,idle,225.3
2026-01-19T01:50:00,Dorm A - Floor 3,hvac,253.5
2026-01-19T01:50:00,Dorm B - Floor 1,hvac,262.1
2026-01-19T01:50:00,GreenHouse,idle,216.5
2026-01-19T01:50:00,PeakBusters,idle,236.9
2026-01-19T01:50:00,SunChasers,idle,232.4
2026-01-19T01:50:00,VoltRiders,idle,226.3
2026-01-19T01:55:00,Alex,idle,174.6
2026-01-19T01:55:00,Dorm A - Floor 3,hvac,270.1
2026-01-19T01:55:00,Dorm B - Floor 1,idle,221.1
2026-01-19T01:55:00,GreenHouse,idle,215.2
2026-01-19T01:55:00,PeakBusters,idle,248.9
2026-01-19T01:55:00,SunChasers,idle,238.4
2026-01-19T01:55:00,VoltRiders,idle,223.8
2026-01-19T02:00:00,Alex,idle,226.5
2026-01-19T02:00:00,Dorm A - Floor 3,idle,213.1
2026-01-19T02:00:00,Dorm B - Floor 1,idle,224.6
2026-01-19T02:00:00,GreenHouse,idle,197.5
2026-01-19T02:00:00,PeakBusters,idle,221.3
2026-01-19T02:00:00,SunChasers,idle,236.4
2026-01-19T02:00:00,VoltRiders,hvac,251.3
2026-01-19T02:05:00,Alex,idle,240.1
2026-01-19T02:05:00,Dorm A - Floor 3,hvac,267.7
2026-01-19T02:05:00,Dorm B - Floor 1,idle,231.7
2026-01-19T02:05:00,GreenHouse,idle,221.3
2026-01-19T02:05:00,PeakBusters,hvac,281.2
2026-01-19T02:05:00,SunChasers,idle,240.2
2026-01-19T02:05:00,VoltRiders,idle,212.8
2026-01-19T02:10:00,Alex,idle,195.9
2026-01-19T02:10:00,Dorm A - Floor 3,idle,197.9
2026-01-19T02:10:00,Dorm B - Floor 1,idle,221.2
2026-01-19T02:10:00,GreenHouse,idle,202.1
2026-01-19T02:10:00,PeakBusters,idle,230.0
2026-01-19T02:10:00,SunChasers,idle,205.5
2026-01-19T02:10:00,VoltRiders,idle,228.3
2026-01-19T02:15:00,Alex,idle,220.8
2026-01-19T02:15:00,Dorm A - Floor 3,hvac,275.3
2026-01-19T02:15:00,Dorm B - Floor 1,idle,217.0
2026-01-19T02:15:00,GreenHouse,idle,192.7
2026-01-19T02:15:00,PeakBusters,idle,229.5
2026-01-19T02:15:00,SunChasers,idle,194.6
2026-01-19T02:15:00,VoltRiders,idle,245.1
2026-01-19T02:20:00,Alex,idle,198.3
2026-01-19T02:20:00,Dorm A - Floor 3,idle,208.1
2026-01-19T02:20:00,Dorm B - Floor 1,hvac,269.2
2026-01-19T02:20:00,GreenHouse,idle,231.2
2026-01-19T02:20:00,PeakBusters,idle,206.7
2026-01-19T02:20:00,SunChasers,idle,219.4
2026-01-19T02:20:00,VoltRiders,idle,200.5
2026-01-19T02:25:00,Alex,idle,228.7
2026-01-19T02:25:00,Dorm A - Floor 3,idle,228.7
2026-01-19T02:25:00,Dorm B - Floor 1,idle,222.2
2026-01-19T02:25:00,GreenHouse,idle,195.7
2026-01-19T02:25:00,PeakBusters,idle,232.9
2026-01-19T02:25:00,SunChasers,idle,233.9
2026-01-19T02:25:00,VoltRiders,idle,203.0
2026-01-19T02:30:00,Alex,idle,176.8
2026-01-19T02:30:00,Dorm A - Floor 3,idle,245.0
2026-01-19T02:30:00,Dorm B - Floor 1,idle,221.2
2026-01-19T02:30:00,GreenHouse,idle,188.3
2026-01-19T02:30:00,PeakBusters,idle,228.1
2026-01-19T02:30:00,SunChasers,idle,233.9
2026-01-19T02:30:00,VoltRiders,idle,246.2
2026-01-19T02:35:00,Alex,idle,221.0
2026-01-19T02:35:00,Dorm A - Floor 3,hvac,259.1
2026-01-19T02:35:00,Dorm B - Floor 1,idle,197.4
2026-01-19T02:35:00,GreenHouse,idle,224.5
2026-01-19T02:35:00,PeakBusters,hvac,252.5
2026-01-19T02:35:00,SunChasers,idle,223.2
2026-01-19T02:35:00,VoltRiders,idle,238.9
2026-01-19T02:40:00,Alex,idle,227.5
2026-01-19T02:40:00,Dorm A - Floor 3,hvac,261.8
2026-01-19T02:40:00,Dorm B - Floor 1,idle,202.4
2026-01-19T02:40:00,GreenHouse,idle,205.8
2026-01-19T02:40:00,PeakBusters,hvac,275.8
2026-01-19T02:40:00,SunChasers,idle,206.3
2026-01-19T02:40:00,VoltRiders,idle,214.3
2026-01-19T02:45:00,Alex,idle,229.9
2026-01-19T02:45:00,Dorm A - Floor 3,idle,233.8
2026-01-19T02:45:00,Dorm B - Floor 1,hvac,267.4
2026-01-19T02:45:00,GreenHouse,idle,187.8
2026-01-19T02:45:00,PeakBusters,idle,237.9
2026-01-19T02:45:00,SunChasers,idle,217.3
2026-01-19T02:45:00,VoltRiders,idle,241.9
2026-01-19T02:50:00,Alex,idle,231.5
2026-01-19T02:50:00,Dorm A - Floor 3,hvac,263.7
2026-01-19T02:50:00,Dorm B - Floor 1,hvac,261.6
2026-01-19T02:50:00,GreenHouse,idle,232.5
2026-01-19T02:50:00,PeakBusters,hvac,262.2
2026-01-19T02:50:00,SunChasers,idle,190.2
2026-01-19T02:50:00,VoltRiders,idle,233.4
2026-01-19T02:55:00,Alex,idle,198.6
2026-01-19T02:55:00,Dorm A - Floor 3,hvac,261.2
2026-01-19T02:55:00,Dorm B - Floor 1,hvac,275.6
2026-01-19T02:55:00,GreenHouse,idle,218.3
2026-01-19T02:55:00,PeakBusters,hvac,251.8
2026-01-19T02:55:00,SunChasers,idle,195.9
2026-01-19T02:55:00,VoltRiders,idle,224.0
2026-01-19T03:00:00,Alex,idle,192.0
2026-01-19T03:00:00,Dorm A - Floor 3,hvac,263.8
2026-01-19T03:00:00,Dorm B - Floor 1,hvac,263.7
2026-01-19T03:00:00,GreenHouse,idle,209.3
2026-01-19T03:00:00,PeakBusters,hvac,279.1
2026-01-19T03:00:00,SunChasers,idle,213.7
2026-01-19T03:00:00,VoltRiders,idle,194.4
2026-01-19T03:05:00,Alex,idle,238.4
2026-01-19T03:05:00,Dorm A - Floor 3,hvac,251.1
2026-01-19T03:05:00,Dorm B - Floor 1,idle,223.5
2026-01-19T03:05:00,GreenHouse,idle,178.4
2026-01-19T03:05:00,PeakBusters,idle,202.9
2026-01-19T03:05:00,SunChasers,idle,222.8
2026-01-19T03:05:00,VoltRiders,idle,204.2
2026-01-19T03:10:00,Alex,idle,212.8
2026-01-19T03:10:00,Dorm A - Floor 3,idle,205.5
2026-01-19T03:10:00,Dorm B - Floor 1,idle,229.4
2026-01-19T03:10:00,GreenHouse,idle,192.9
2026-01-19T03:10:00,PeakBusters,idle,214.5
2026-01-19T03:10:00,SunChasers,hvac,258.3
2026-01-19T03:10:00,VoltRiders,idle,188.8
2026-01-19T03:15:00,Alex,idle,202.3
2026-01-19T03:15:00,Dorm A - Floor 3,hvac,266.1
2026-01-19T03:15:00,Dorm B - Floor 1,idle,222.6
2026-01-19T03:15:00,GreenHouse,idle,210.3
2026-01-19T03:15:00,PeakBusters,idle,241.7
2026-01-19T03:15:00,SunChasers,idle,211.2
2026-01-19T03:15:00,VoltRiders,idle,227.1
2026-01-19T03:20:00,Alex,idle,225.3
2026-01-19T03:20:00,Dorm A - Floor 3,hvac,265.2
2026-01-19T03:20:00,Dorm B - Floor 1,hvac,254.6
2026-01-19T03:20:00,GreenHouse,idle,211.0
2026-01-19T03:20:00,PeakBusters,idle,206.4
2026-01-19T03:20:00,SunChasers,idle,208.1
2026-01-19T03:20:00,VoltRiders,idle,193.8
2026-01-19T03:25:00,Alex,idle,193.0
2026-01-19T03:25:00,Dorm A - Floor 3,hvac,284.9
2026-01-19T03:25:00,Dorm B - Floor 1,hvac,269.5
2026-01-19T03:25:00,GreenHouse,idle,215.7
2026-01-19T03:25:00,PeakBusters,idle,217.5
2026-01-19T03:25:00,SunChasers,idle,241.0
2026-01-19T03:25:00,VoltRiders,idle,199.6
2026-01-19T03:30:00,Alex,idle,203.1
2026-01-19T03:30:00,Dorm A - Floor 3,hvac,257.1
2026-01-19T03:30:00,Dorm B - Floor 1,idle,239.0
2026-01-19T03:30:00,GreenHouse,idle,204.6
2026-01-19T03:30:00,PeakBusters,idle,235.8
2026-01-19T03:30:00,SunChasers,idle,224.3
2026-01-19T03:30:00,VoltRiders,hvac,263.7
2026-01-19T03:35:00,Alex,idle,177.0
2026-01-19T03:35:00,Dorm A - Floor 3,idle,209.5
2026-01-19T03:35:00,Dorm B - Floor 1,idle,237.0
2026-01-19T03:35:00,GreenHouse,idle,221.3
2026-01-19T03:35:00,PeakBusters,idle,240.0
2026-01-19T03:35:00,SunChasers,idle,225.6
2026-01-19T03:35:00,VoltRiders,hvac,260.7
2026-01-19T03:40:00,Alex,idle,225.9
2026-01-19T03:40:00,Dorm A - Floor 3,idle,241.8
2026-01-19T03:40:00,Dorm B - Floor 1,idle,230.4
2026-01-19T03:40:00,GreenHouse,idle,239.8
2026-01-19T03:40:00,PeakBusters,idle,245.6
2026-01-19T03:40:00,SunChasers,hvac,266.1
2026-01-19T03:40:00,VoltRiders,idle,224.9
2026-01-19T03:45:00,Alex,idle,221.3
2026-01-19T03:45:00,Dorm A - Floor 3,hvac,260.7
2026-01-19T03:45:00,Dorm B - Floor 1,hvac,258.3
2026-01-19T03:45:00,GreenHouse,idle,216.8
2026-01-19T03:45:00,PeakBusters,idle,240.0
2026-01-19T03:45:00,SunChasers,idle,193.9
2026-01-19T03:45:00,VoltRiders,idle,214.8
2026-01-19T03:50:00,Alex,idle,198.8
2026-01-19T03:50:00,Dorm A - Floor 3,idle,239.8
2026-01-19T03:50:00,Dorm B - Floor 1,idle,212.0
2026-01-19T03:50:00,GreenHouse,idle,238.3
2026-01-19T03:50:00,PeakBusters,idle,199.3
2026-01-19T03:50:00,SunChasers,idle,225.7
2026-01-19T03:50:00,VoltRiders,idle,230.3
2026-01-19T03:55:00,Alex,idle,208.4
2026-01-19T03:55:00,Dorm A - Floor 3,hvac,276.2
2026-01-19T03:55:00,Dorm B - Floor 1,hvac,264.5
2026-01-19T03:55:00,GreenHouse,idle,233.9
2026-01-19T03:55:00,PeakBusters,idle,195.5
2026-01-19T03:55:00,SunChasers,idle,205.1
2026-01-19T03:55:00,VoltRiders,idle,224.8
2026-01-19T04:00:00,Alex,idle,207.0
2026-01-19T04:00:00,Dorm A - Floor 3,hvac,283.6
2026-01-19T04:00:00,Dorm B - Floor 1,idle,237.8
2026-01-19T04:00:00,GreenHouse,idle,217.3
2026-01-19T04:00:00,PeakBusters,idle,232.0
2026-01-19T04:00:00,SunChasers,idle,200.5
2026-01-19T04:00:00,VoltRiders,idle,202.1
2026-01-19T04:05:00,Alex,idle,198.3
2026-01-19T04:05:00,Dorm A - Floor 3,hvac,258.6
2026-01-19T04:05:00,Dorm B - Floor 1,hvac,271.1
2026-01-19T04:05:00,GreenHouse,idle,184.7
2026-01-19T04:05:00,PeakBusters,hvac,285.7
2026-01-19T04:05:00,SunChasers,idle,229.2
2026-01-19T04:05:00,VoltRiders,idle,245.6
2026-01-19T04:10:00,Alex,idle,189.2
2026-01-19T04:10:00,Dorm A - Floor 3,idle,217.1
2026-01-19T04:10:00,Dorm B - Floor 1,idle,211.9
2026-01-19T04:10:00,GreenHouse,idle,219.2
2026-01-19T04:10:00,PeakBusters,idle,242.9
2026-01-19T04:10:00,SunChasers,idle,246.2
2026-01-19T04:10:00,VoltRiders,idle,202.6
2026-01-19T04:15:00,Alex,idle,247.9
2026-01-19T04:15:00,Dorm A - Floor 3,idle,214.5
2026-01-19T04:15:00,Dorm B - Floor 1,idle,244.1
2026-01-19T04:15:00,GreenHouse,idle,213.0
2026-01-19T04:15:00,PeakBusters,idle,213.0
2026-01-19T04:15:00,SunChasers,idle,233.1
2026-01-19T04:15:00,VoltRiders,idle,232.6
2026-01-19T04:20:00,Alex,idle,188.1
